mal_id,Title,English Title,Japanese Title,Episodes,Release Year,Status,Air Date,Genres,Themes,Demographics,Studio,Producers,Synopsis,Rating,Voters,Popularity,Rank,Members,Favorites,Content Rating,Source,Duration,URL,Image URL
16498,Shingeki no Kyojin,Attack on Titan,進撃の巨人,25,2013,Finished Airing,"Apr 7, 2013 to Sep 29, 2013","Action, Award Winning, Drama, Suspense","Gore, Military, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises","Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called Titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal Titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.

After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Eren, his adopted sister Mikasa Ackerman, and his childhood friend Armin Arlert join the brutal war against the Titans and race to discover a way of defeating them before the last walls are breached.

[Written by MAL Rewrite]",8.57,3026345,1,120.0,4298185,186374,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,https://cdn.myanimelist.net/images/anime/10/47347l.jpg
1535,Death Note,Death Note,デスノート,37,2006,Finished Airing,"Oct 4, 2006 to Jun 27, 2007","Supernatural, Suspense",Psychological,Shounen,Madhouse,"VAP, Nippon Television Network, Shueisha, D.N. Dream Partners","Brutal murders, petty thefts, and senseless violence pollute the human world. In contrast, the realm of death gods is a humdrum, unchanging gambling den. The ingenious 17-year-old Japanese student Light Yagami and sadistic god of death Ryuk share one belief: their worlds are rotten.

For his own amusement, Ryuk drops his Death Note into the human world. Light stumbles upon it, deeming the first of its rules ridiculous: the human whose name is written in this note shall die. However, the temptation is too great, and Light experiments by writing a felon's name, which disturbingly enacts his first murder.

Aware of the terrifying godlike power that has fallen into his hands, Light—under the alias Kira—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. The meticulous mastermind detective L is already on his trail, but as Light's brilliance rivals L's, the grand chase for Kira turns into an intense battle of wits that can only end when one of them is dead.

[Written by MAL Rewrite]",8.62,2966082,2,97.0,4238704,184043,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/1535/Death_Note,https://cdn.myanimelist.net/images/anime/1079/138100l.jpg
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,64,2009,Finished Airing,"Apr 5, 2009 to Jul 4, 2010","Action, Adventure, Drama, Fantasy",Military,Shounen,Bones,"Aniplex, Square Enix, Mainichi Broadcasting System, Techno Sound","After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",9.1,2281622,3,4.0,3631217,239873,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,https://cdn.myanimelist.net/images/anime/1208/94745l.jpg
30276,One Punch Man,One-Punch Man,ワンパンマン,12,2015,Finished Airing,"Oct 5, 2015 to Dec 21, 2015","Action, Comedy","Adult Cast, Parody, Super Power",Seinen,Madhouse,"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, JR East Marketing & Communications","The seemingly unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, Saitama relentlessly trained for three years, losing all of his hair in the process. Now, Saitama is so powerful, he can defeat any enemy with just one punch. However, having no one capable of matching his strength has led Saitama to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored.

One day, Saitama catches the attention of 19-year-old cyborg Genos, who witnesses his power and wishes to become Saitama's disciple. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society. Saitama, who is shocked that no one knows who he is, quickly agrees. Meeting new allies and taking on new foes, Saitama embarks on a new journey as a member of the Hero Association to experience the excitement of battle he once felt.

[Written by MAL Rewrite]",8.48,2398281,4,168.0,3480367,66328,R - 17+ (violence & profanity),Web manga,24 min per ep,https://myanimelist.net/anime/30276/One_Punch_Man,https://cdn.myanimelist.net/images/anime/12/76049l.jpg
38000,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,26,2019,Finished Airing,"Apr 6, 2019 to Sep 28, 2019","Action, Award Winning, Supernatural",Historical,Shounen,ufotable,"Aniplex, Studio Mausu, Shueisha","Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.

[Written by MAL Rewrite]",8.41,2328402,5,216.0,3391638,94478,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,https://cdn.myanimelist.net/images/anime/1286/99889l.jpg
11757,Sword Art Online,Sword Art Online,ソードアート・オンライン,25,2012,Finished Airing,"Jul 8, 2012 to Dec 23, 2012","Action, Adventure, Fantasy, Romance",Video Game,N/A,A-1 Pictures,"Aniplex, Genco, DAX Production, ASCII Media Works, Bandai Namco Games","Ever since the release of the innovative NerveGear, gamers from all around the globe have been given the opportunity to experience a completely immersive virtual reality. Sword Art Online (SAO), one of the most recent games on the console, offers a gateway into the wondrous world of Aincrad, a vivid, medieval landscape where users can do anything within the limits of imagination. With the release of this worldwide sensation, gaming has never felt more lifelike.

However, the idyllic fantasy rapidly becomes a brutal nightmare when SAO's creator traps thousands of players inside the game. The ""log-out"" function has been removed, with the only method of escape involving beating all of Aincrad's one hundred increasingly difficult levels. Adding to the struggle, any in-game death becomes permanent, ending the player's life in the real world.

While Kazuto ""Kirito"" Kirigaya was fortunate enough to be a beta-tester for the game, he quickly finds that despite his advantages, he cannot overcome SAO's challenges alone. Teaming up with Asuna Yuuki and other talented players, Kirito makes an effort to face the seemingly insurmountable trials head-on. But with difficult bosses and threatening dark cults impeding his progress, Kirito finds that such tasks are much easier said than done.

[Written by MAL Rewrite]",7.22,2261980,6,3411.0,3267426,70698,PG-13 - Teens 13 or older,Light novel,23 min per ep,https://myanimelist.net/anime/11757/Sword_Art_Online,https://cdn.myanimelist.net/images/anime/11/39717l.jpg
31964,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,13,2016,Finished Airing,"Apr 3, 2016 to Jun 26, 2016",Action,"School, Super Power",Shounen,Bones,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha","The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual.

Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor!

Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero.

[Written by MAL Rewrite]",7.83,2213695,7,1029.0,3263225,54808,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/31964/Boku_no_Hero_Academia,https://cdn.myanimelist.net/images/anime/10/78745l.jpg
11061,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,148,2011,Finished Airing,"Oct 2, 2011 to Sep 24, 2014","Action, Adventure, Fantasy",N/A,Shounen,Madhouse,"VAP, Nippon Television Network, Shueisha","Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path.

During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world.

[Written by MAL Rewrite]",9.03,1948550,8,9.0,3137306,226924,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,https://cdn.myanimelist.net/images/anime/1337/99013l.jpg
20,Naruto,Naruto,ナルト,220,2002,Finished Airing,"Oct 3, 2002 to Feb 8, 2007","Action, Adventure, Fantasy",Martial Arts,Shounen,Studio Pierrot,"TV Tokyo, Aniplex","Twelve years ago, a colossal demon fox terrorized the world. During the monster's attack on the Hidden Leaf Village, the Hokage—the village's leader and most powerful ninja—sacrifices himself to seal the beast inside a newborn, relieving civilization from destruction while dooming the baby to a lonely life.

Now, after years of being shunned and bullied, Naruto Uzumaki pesters the village with elaborate pranks and vandalism. Despite these antics, he works hard to achieve his dream: to become the Hokage and earn the acknowledgement of those who have mistreated him for his entire life. Naruto joins Team 7, a ninja squad made up of two of his peers—prodigy Sasuke Uchiha and clever Sakura Haruno.

Under the aloof Kakashi Hatake's leadership, Team 7 takes on a series of difficult missions, forcing its members to grow in strength and comradery despite their many differences. Naruto strives to stand out in his rivalry with Sasuke and earn the romantic affection of Sakura. But as the trio brush against danger and death, their tragic pasts threaten to tear them apart.

[Written by MAL Rewrite]",8.02,2116968,9,684.0,3078193,85471,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/20/Naruto,https://cdn.myanimelist.net/images/anime/1141/142503l.jpg
22319,Tokyo Ghoul,Tokyo Ghoul,東京喰種-トーキョーグール-,12,2014,Finished Airing,"Jul 4, 2014 to Sep 19, 2014","Action, Fantasy, Horror, Suspense","Gore, Psychological, Urban Fantasy",Seinen,Studio Pierrot,"Marvelous AQL, TC Entertainment, Shueisha","A sinister threat is invading Tokyo: flesh-eating ""ghouls"" who appear identical to humans and blend into their population. Reserved college student Ken Kaneki buries his nose in books and avoids the news of the growing crisis. However, the appearance of an attractive woman named Rize Kamishiro shatters his solitude when she forwardly asks him on a date.

While walking Rize home, Kaneki discovers she isn't as kind as she first appeared, and she has led him on with sinister intent. After a tragic struggle, he later awakens in a hospital to learn his life was saved by transplanting the now deceased Rize's organs into his own body.

Kaneki's body begins to change in horrifying ways, and he transforms into a human-ghoul hybrid. As he embarks on his new dreadful journey, Kaneki clings to his humanity in the evolving bloody conflict between society's new monsters and the government agents who hunt them.

[Written by MAL Rewrite]",7.79,1983175,10,1134.0,3022230,52676,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/22319/Tokyo_Ghoul,https://cdn.myanimelist.net/images/anime/1498/134443l.jpg
32281,Kimi no Na wa.,Your Name.,君の名は。,1,2016,Finished Airing,"Aug 26, 2016","Award Winning, Drama",N/A,N/A,CoMix Wave Films,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance.

[Written by MAL Rewrite]",8.83,2058014,11,33.0,2987068,94829,PG-13 - Teens 13 or older,Original,1 hr 46 min,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,https://cdn.myanimelist.net/images/anime/5/87048l.jpg
25777,Shingeki no Kyojin Season 2,Attack on Titan Season 2,進撃の巨人 Season2,12,2017,Finished Airing,"Apr 1, 2017 to Jun 17, 2017","Action, Drama, Suspense","Gore, Military, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises","For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossal Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.

[Written by MAL Rewrite]",8.54,2036282,12,139.0,2976225,22859,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,https://cdn.myanimelist.net/images/anime/4/84177l.jpg
40748,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,24,2020,Finished Airing,"Oct 3, 2020 to Mar 27, 2021","Action, Award Winning, Supernatural",School,Shounen,MAPPA,"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap","Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.

Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.

[Written by MAL Rewrite]",8.52,1949695,13,151.0,2959989,95053,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,https://cdn.myanimelist.net/images/anime/1171/109222l.jpg
9253,Steins;Gate,Steins;Gate,STEINS;GATE,24,2011,Finished Airing,"Apr 6, 2011 to Sep 14, 2011","Drama, Sci-Fi, Suspense","Psychological, Time Travel",N/A,White Fox,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus","Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Okabe dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Okabe and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, Okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity.

[Written by MAL Rewrite]",9.07,1502797,14,5.0,2776089,200434,PG-13 - Teens 13 or older,Visual novel,24 min per ep,https://myanimelist.net/anime/9253/Steins_Gate,https://cdn.myanimelist.net/images/anime/1935/127974l.jpg
1735,Naruto: Shippuuden,Naruto Shippuden,-ナルト- 疾風伝,500,2007,Finished Airing,"Feb 15, 2007 to Mar 23, 2017","Action, Adventure, Fantasy",Martial Arts,Shounen,Studio Pierrot,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music","It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world.
 
Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.

[Written by MAL Rewrite]",8.29,1800273,15,330.0,2710240,119295,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/1735/Naruto__Shippuuden,https://cdn.myanimelist.net/images/anime/1565/111305l.jpg
33486,Boku no Hero Academia 2nd Season,My Hero Academia Season 2,僕のヒーローアカデミア,25,2017,Finished Airing,"Apr 1, 2017 to Sep 30, 2017",Action,"School, Super Power",Shounen,Bones,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha","At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.

However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.

[Written by MAL Rewrite]",8.05,1835344,16,644.0,2702706,16887,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,https://cdn.myanimelist.net/images/anime/12/85221l.jpg
21,One Piece,One Piece,ONE PIECE,N/A,1999,Currently Airing,"Oct 20, 1999 to ?","Action, Adventure, Fantasy",N/A,Shounen,Toei Animation,"Fuji TV, TAP","Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it.

The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many.

As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure.

[Written by MAL Rewrite]",8.73,1500590,17,52.0,2631394,248080,PG-13 - Teens 13 or older,Manga,24 min,https://myanimelist.net/anime/21/One_Piece,https://cdn.myanimelist.net/images/anime/1244/138851l.jpg
35760,Shingeki no Kyojin Season 3,Attack on Titan Season 3,進撃の巨人 Season3,12,2018,Finished Airing,"Jul 23, 2018 to Oct 15, 2018","Action, Drama, Suspense","Gore, Military, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises","Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well.

After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe.

Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: their fellow humans.

[Written by MAL Rewrite]",8.64,1782038,18,87.0,2622299,22164,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,https://cdn.myanimelist.net/images/anime/1173/92110l.jpg
28851,Koe no Katachi,A Silent Voice,聲の形,1,2016,Finished Airing,"Sep 17, 2016","Award Winning, Drama",N/A,Shounen,Kyoto Animation,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",8.93,1771078,19,20.0,2572346,95022,PG-13 - Teens 13 or older,Manga,2 hr 10 min,https://myanimelist.net/anime/28851/Koe_no_Katachi,https://cdn.myanimelist.net/images/anime/1122/96435l.jpg
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,10,2019,Finished Airing,"Apr 29, 2019 to Jul 1, 2019","Action, Drama, Suspense","Gore, Military, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises","Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]",9.05,1763684,20,6.0,2547307,62572,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2,https://cdn.myanimelist.net/images/anime/1517/100633l.jpg
19815,No Game No Life,"No Game, No Life",ノーゲーム・ノーライフ,12,2014,Finished Airing,"Apr 9, 2014 to Jun 25, 2014","Comedy, Fantasy, Ecchi","Isekai, Strategy Game",N/A,Madhouse,"Frontier Works, Media Factory, Movic, AT-X","Sixteen sentient races inhabit Disboard, a world overseen by Tet, the One True God. The lowest of the sixteen—Imanity—consists of humans, a race with no affinity for magic. In a place where everything is decided through simple games, humankind seems to have no way out of their predicament—but the arrival of two outsiders poses a change.

On Earth, stepsiblings Sora and Shiro are two inseparable shut-ins who dominate various online games under the username ""Blank."" While notorious on the internet, the pair believe that life is merely another dull game. However, after responding to a message from an unknown user, they are suddenly transported to Disboard. The mysterious sender turns out to be Tet, who informs them about the world's absolute rules. After Tet leaves, Sora and Shiro begin their search for more information and a place to stay, taking them to Elkia—Imanity's only remaining kingdom.

There, the duo encounters Stephanie Dola, an emotional girl vying for the kingdom's sovereignty. In desperation, she attempts to regain her father's throne, but her foolhardiness makes her goal unachievable. Inspired by the girl's motivation and passion, Sora and Shiro decide to aid Stephanie in getting Elkia back on its feet, ultimately aiming to become the new rulers of the enigmatic realm.

[Written by MAL Rewrite]",8.04,1614084,21,663.0,2537089,48412,PG-13 - Teens 13 or older,Light novel,23 min per ep,https://myanimelist.net/anime/19815/No_Game_No_Life,https://cdn.myanimelist.net/images/anime/1074/111944l.jpg
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,25,2006,Finished Airing,"Oct 6, 2006 to Jul 29, 2007","Award Winning, Drama, Sci-Fi","Mecha, Military, School, Super Power",N/A,Sunrise,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]",8.71,1504463,22,59.0,2438902,115851,R - 17+ (violence & profanity),Original,24 min per ep,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088l.jpg
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,25,2016,Finished Airing,"Apr 4, 2016 to Sep 19, 2016","Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",N/A,White Fox,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures","When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",8.24,1544520,23,369.0,2419531,74702,R - 17+ (violence & profanity),Light novel,26 min per ep,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,https://cdn.myanimelist.net/images/anime/1522/128039l.jpg
